"StateAbbr","PlaceName","Population2010","ACCESS","ARTHRITIS","BINGE","BPHIGH","BPMED","CANCER","CASTHMA","CHD","CHECKUP","CHOLSCREEN","COLON_SCREEN","COPD","COREM","COREW","CSMOKING","DENTAL","DIABETES","DRUGS","HIGHCHOL","KIDNEY","LPA","MAMMOUSE","MHLTH","OBESITY","PAPTEST","PHLTH","SLEEP","STROKE","TEETHLOST","Geolocation"
"FL","Deerfield Beach",75018,25.1,29.6,14.8,35.6,80.7,8.1,9.2,8.8,"Top25th",78.9,61.6,9.1,29.6,25.5,19.7,"BelowAvg",12.5,"BelowAvg",40.4,3.9,27.1,74.2,"Top25th",22.2,77.7,15,37.8,4.2,"Moderate","(26.30499664130, -80.1277706584)"
"FL","Deltona",85182,24.3,26,18.5,34,76.4,6.6,9,7.2,"Third25th",76.2,61.5,7.9,33.5,28.1,22.8,"BelowAvg",11.8,"AboveAvg",41.4,3.3,26.4,72.6,"Top25th",20.9,77.8,13.9,37,3.2,"Moderate","(28.90506004800, -81.2134269839)"
"FL","Fort Lauderdale",165521,22.5,25.8,16.6,33.9,78.5,6.9,8.9,7.2,"Top25th",77.9,63.5,7.6,30.8,28,18.9,"NearAvg",11.4,"AboveAvg",39,3.5,23.7,76.8,"Third25th",22.1,79.6,13.2,37.9,3.6,"Good","(26.14182051740, -80.1471225502)"
"FL","Gainesville",124354,24,16.8,19.7,23.6,67.8,4.1,9.7,4.1,"Second25th",61.3,63.6,5.6,33.9,28.2,19.6,"BelowAvg",6.6,"AboveAvg",28.6,2.2,20,73.4,"Top25th",22.9,72,10.6,34.9,2.2,"Moderate","(29.68170274310, -82.3452782660)"
"FL","Hialeah",224669,43.8,24.7,12.8,34,79.7,5.4,7.8,8.7,"Third25th",73.5,51.7,6.6,21.5,19.4,16.6,"BelowAvg",17.1,"BelowAvg",43.5,4.5,36.1,72.3,"Top25th",24.6,75.1,18,35.9,3.7,"Poor","(25.86962694800, -80.3045294666)"
"FL","Hollywood",140768,24.7,25.4,16.2,31.6,78,6.7,8.4,7.1,"Top25th",77.8,61.6,7.1,29.9,26.7,17.6,"NearAvg",11.3,"BelowAvg",38.9,3.5,24.7,75.9,"Third25th",21.1,79.8,13.3,37.2,3.2,"Good","(26.02870257030, -80.1683976059)"
"FL","Jacksonville",821784,21.2,25,17.7,32.6,77.8,6.1,9.3,6.2,"Third25th",75.4,63.8,7.4,31,28.6,21.5,"BelowAvg",10.5,"AboveAvg",38.5,3.1,25.3,77,"Top25th",24.4,77.7,12.9,37.9,3.3,"Poor","(30.33198201390, -81.6752266207)"
"FL","Lakeland",97422,23.6,29.5,15.1,39.2,80.7,8.1,9.5,8.9,"Top25th",76.7,62.8,9.3,32.6,29.3,20.1,"BelowAvg",12.4,"BelowAvg",40.8,3.6,27,72.8,"Top25th",24.7,75.6,14.6,36,4.2,"Poor","(28.05584826640, -81.9539536462)"
"FL","Largo",77648,20.3,32.7,16.5,38.2,82,9.6,8.7,9.8,"Top25th",80.7,64.5,9.8,34.3,32.3,21.4,"BelowAvg",11.8,"AboveAvg",44.7,3.6,24.4,74.2,"Third25th",21.8,76.8,14.7,35.4,4.2,"Poor","(27.90909077340, -82.7714203383)"
"FL","Lauderhill",66887,28.1,27.4,13.4,38.9,79.3,5.8,10.9,7.3,"Top25th",76.2,59.7,8.5,24.9,22.5,22.4,"BelowAvg",14.4,"BelowAvg",36.7,4.1,29.6,77.4,"Top25th",27.4,78.4,15.6,45.4,4.6,"Poor","(26.16055841870, -80.2241278263)"
"FL","Melbourne",76068,18.8,29,18.4,33.9,79.8,8.1,8.8,8,"Top25th",77.2,64.6,8.3,33.3,30.4,20.1,"NearAvg",10.7,"AboveAvg",41.5,3.3,24,75.5,"Third25th",19.5,79.5,13,36.5,3.6,"Moderate","(28.11588057820, -80.6508814613)"
"FL","Miami",399457,38.7,23.4,13.9,33.8,78.4,5.2,8.4,7.9,"Top25th",71.9,52.9,6.9,21.9,19.9,18.6,"BelowAvg",15.2,"BelowAvg",41,4.1,33.3,73.3,"Top25th",25.2,75.7,16.9,37,3.8,"Poor","(25.78229589700, -80.2215647762)"
"FL","Miami Beach",87779,25.6,20.5,16.7,29.5,76.5,5.8,7.3,6.3,"Third25th",74.4,61.7,5.3,27.2,25.8,15.1,"AboveAvg",10.6,"BelowAvg",39.1,3.2,23.8,76.5,"Second25th",21.3,81,12,32.9,2.7,"Good","(25.81671016140, -80.1341952652)"
"FL","Miami Gardens",107167,30.1,24.3,13.2,38,79.2,4.9,10.4,6.7,"Top25th",74.2,59.9,7.3,20.6,22.2,22,"BelowAvg",14.6,"BelowAvg",37.3,3.9,31,78.6,"Top25th",27.8,79,15.1,43.6,4.3,"Poor","(25.94326338710, -80.2425332162)"
"FL","Miramar",122041,22.2,19.3,17.3,28.6,73.8,4.3,8.4,4.4,"Top25th",76,63.7,4.6,26.9,26.2,15.5,"AboveAvg",10.1,"BelowAvg",33.2,3,21.6,80.2,"Second25th",22,84.4,10.5,40.6,2.5,"Good","(25.97732882330, -80.3357316003)"
"FL","Orlando",238300,25,21.4,18.4,29.7,72.8,5,9.3,5.4,"Third25th",71.5,62.2,6.2,26.9,29.5,19.7,"BelowAvg",9.6,"AboveAvg",34.4,3,25.3,77.8,"Third25th",23,78.7,12.4,36.5,2.9,"Poor","(28.48006467710, -81.3452411179)"
"FL","Palm Bay",103190,21.5,28.5,18.2,33.9,78.8,7.1,9.3,7.6,"Top25th",76.9,62.2,8.4,31.2,29.1,22.5,"BelowAvg",11.5,"AboveAvg",40.8,3.3,25.8,75.4,"Top25th",20.8,79,13.9,39,3.6,"Poor","(27.98382552490, -80.6666722846)"
"FL","Palm Coast",75180,19.2,31.9,15.2,37.9,82.6,8.8,8.8,9.2,"Top25th",81.2,66.9,9.1,36,28.5,18.8,"NearAvg",12.4,"BelowAvg",43,3.8,25,75.2,"Third25th",20.3,78.2,14.1,34,4,"Moderate","(29.54055909760, -81.2508206143)"
"FL","Pembroke Pines",154750,20.3,23.3,16.6,29.9,77.9,6.4,7.7,6.3,"Top25th",79,65.1,5.6,29.5,26.2,13.5,"AboveAvg",10.7,"BelowAvg",37.3,3.4,21.8,78.2,"Second25th",19.8,84,11.1,36.1,2.9,"Good","(26.01273875340, -80.3384522664)"
"FL","Plantation",84955,17,23.2,17.6,29.4,77.1,6.7,8,5.8,"Top25th",79.2,67.6,5.7,31.7,29.7,14.6,"AboveAvg",9.2,"BelowAvg",37,3,19.4,78.9,"Second25th",19.4,83.6,10.4,35.6,2.7,"Good","(26.12598539230, -80.2616762465)"
"FL","Pompano Beach",99845,27.3,28.5,15,35.5,79.7,7.6,9.2,8.4,"Top25th",77.7,61,8.9,29.9,26,20.5,"BelowAvg",12.4,"BelowAvg",40.1,3.8,27.4,74.8,"Top25th",22.9,77.3,15.1,38.7,4.2,"Moderate","(26.24283356990, -80.1312451610)"
"FL","Port St. Lucie",164603,21.4,27.2,17.3,34.6,79.7,7.3,8.9,7.6,"Top25th",79.5,65,8,32.8,30.7,20.6,"NearAvg",11.1,"AboveAvg",40.9,3.4,24.3,76.2,"Third25th",21.2,78.8,13.5,36.5,3.5,"Moderate","(27.28086803080, -80.3832154574)"
"FL","St. Petersburg",244769,19.5,27.5,18.2,35.5,78.8,7.4,9.1,7.3,"Top25th",78.2,63.8,7.9,33.9,32.5,21.7,"BelowAvg",10.9,"AboveAvg",40.9,3.2,22.3,76.7,"Third25th",23.3,79,13.2,37.8,3.5,"Moderate","(27.79289497100, -82.6650743239)"
"FL","Sunrise",84439,22.2,25.2,16,32.1,78.5,6.6,8.6,6.8,"Top25th",78.5,62.8,6.8,28.5,25.2,16.8,"NearAvg",11.5,"BelowAvg",37.3,3.5,24.3,77,"Third25th",21.3,81.6,12.6,38.4,3.4,"Moderate","(26.15468783030, -80.2998411020)"
"FL","Tallahassee",181376,23.8,17.8,19.9,24.5,69.2,4.4,10.1,4.1,"Third25th",66.5,67.3,5.6,35.5,32.3,20.3,"NearAvg",7.1,"AboveAvg",31.1,2.4,20.7,77.4,"Top25th",23.9,76.9,10.7,36.5,2.3,"Good","(30.45489512110, -84.2526459938)"
"FL","Tampa",335709,24,22.5,18.2,34.9,75.9,5.6,9.4,6.1,"Third25th",73.1,60.9,6.9,30.6,29.4,20.2,"BelowAvg",10.9,"AboveAvg",37.1,3.1,22.8,73.4,"Top25th",24.7,78.8,13.1,37.9,3.2,"Poor","(27.99619804100, -82.4450349799)"
"FL","West Palm Beach",99919,25.2,25.2,15.6,36,78.8,6.7,8.9,7.2,"Top25th",76.9,64.5,7.4,32.5,27.6,19,"NearAvg",11.7,"BelowAvg",40.9,3.5,25.3,75.6,"Third25th",21.6,80.3,13.7,39.9,3.6,"Moderate","(26.74787146550, -80.1337397544)"
"GA","Albany",77434,31.2,28.3,11.3,44,78.1,5.4,11.7,6.9,"Top25th",70.3,59,9,28.6,25.1,23.6,"BelowAvg",15.3,"BelowAvg",39.1,3.7,32.5,78.3,"Top25th",32.4,76.7,16.9,46.5,4.8,"ExtremelyPoor","(31.57760367660, -84.1763240815)"
"GA","Athens",115452,26.3,18.4,15.8,27.4,70.8,4.1,10,4.4,"Third25th",61.6,60.6,5.9,31.8,28.5,19.4,"BelowAvg",8.5,"BelowAvg",33.4,2.5,24,77.3,"Top25th",26.5,75,11.7,37.3,2.5,"Poor","(33.95081706830, -83.3689417445)"
"GA","Atlanta",420003,21.7,20.3,15.5,32,74.6,4.8,9.4,5,"Top25th",74.4,62,5.8,29.1,27.7,17.1,"NearAvg",11.5,"BelowAvg",32,3,21.2,78.9,"Second25th",26.5,83.1,11.8,40.5,3.4,"Poor","(33.76265246830, -84.4231419055)"
"GA","Augusta",195844,25.6,26.9,13,40.8,78,5.5,10.3,6.4,"Top25th",72.8,61.3,7.8,31.8,26.3,21.9,"BelowAvg",14.1,"BelowAvg",37.1,3.4,27.7,79.2,"Top25th",28.8,80.4,14.7,43.9,4,"ExtremelyPoor","(33.36445615270, -82.0708396775)"
"GA","Columbus",189885,23.9,26,13.8,38.2,78.2,5.7,9.9,6.2,"Top25th",74.8,60.8,7.3,28.2,30.7,20.3,"BelowAvg",13.2,"BelowAvg",36.9,3.3,25.6,80.1,"Third25th",26.6,80.9,13.7,42.7,3.7,"Poor","(32.50996148520, -84.8770410586)"
"GA","Johns Creek",76728,10.3,18.1,15.6,25.8,72.6,5.5,6.9,3.8,"Top25th",82.6,67.5,3.7,37.1,39,10.6,"AboveAvg",7.5,"BelowAvg",34.2,2.3,14.2,80.8,"Lowest25th",16.6,86.2,7.7,34.1,1.7,"Good","(34.03329919980, -84.2027195506)"
"GA","Macon",91351,31.2,30.3,11.2,44.1,80.4,5.7,11.9,7.7,"Top25th",72.1,56.7,9.8,28.7,22.5,25.6,"BelowAvg",16.9,"BelowAvg",42.2,3.9,34.4,74.6,"Top25th",34.7,74.9,18.3,45.4,5.3,"ExtremelyPoor","(32.83204176920, -83.6495823768)"
"GA","Roswell",88346,15.5,20.3,16.6,27.5,73.7,6.2,7.5,4.7,"Top25th",81,68.9,4.5,37.3,37.7,12.5,"AboveAvg",8.2,"BelowAvg",34.7,2.6,15.8,80,"Lowest25th",19.8,86.6,9.1,33.8,2.1,"Good","(34.03913845830, -84.3512225277)"
"GA","Sandy Springs",93853,16.1,19,16.5,27,72.3,5.8,7.8,4.4,"Top25th",78.2,68.7,4.4,37.6,36.3,12.8,"AboveAvg",7.7,"BelowAvg",32.8,2.5,15.8,79.8,"Lowest25th",20.9,86.1,8.8,34.9,2.1,"Good","(33.93666698670, -84.3703197084)"
"GA","Savannah",136286,25.4,24.9,14.4,36.4,78.2,5.2,10.4,6,"Top25th",72.4,61.5,7.2,28,25.2,21,"BelowAvg",12.9,"BelowAvg",39.3,3.3,26.1,77.4,"Top25th",29.1,79.3,13.8,44,3.9,"ExtremelyPoor","(32.02836151570, -81.1783435493)"
"GA","Warner Robins",66588,23.5,24.4,14.3,35.4,75.4,5.2,9.7,5.7,"Top25th",73.6,61.2,7,33.1,27.5,19.9,"BelowAvg",11.4,"BelowAvg",36.8,3,26.2,77,"Third25th",26.7,80.5,13.1,41.1,3.2,"ExtremelyPoor","(32.59851136090, -83.6530271267)"
"HI","Honolulu",953207,12.1,18.8,18.4,27.9,76.2,5.4,8.6,4.5,"Second25th",72.3,62.4,3.9,30.2,32.1,15.1,"AboveAvg",9.7,"BelowAvg",35.4,3.8,22.7,77.7,"Lowest25th",17.7,75,9.1,47.4,2.7,"Good","(21.45880393050, -157.973296737)"
"ID","Boise City",205671,17.5,22.2,16.1,27.1,69.3,5.9,9,5.2,"Lowest25th",69.6,61.5,5,31.7,30.5,16.6,"AboveAvg",6.8,"BelowAvg",35.8,2.2,16.2,70,"Lowest25th",21.1,77.3,10,29,2.5,"Good","(43.59843438970, -116.230885189)"
"ID","Meridian",75092,15.8,21.2,17,25.4,67.5,5.7,8.7,4.7,"Lowest25th",71.9,63.6,4.5,32.2,32.1,16.5,"AboveAvg",6.2,"BelowAvg",34.1,2.1,15.3,70.9,"Lowest25th",20,80.3,9.2,29.1,2.2,"Good","(43.61851953830, -116.397584870)"
"ID","Nampa",81557,29.2,23.6,14.9,29.1,69.5,5.5,9.8,6.1,"Lowest25th",61.9,50.4,6.5,28.8,23.4,21.3,"BelowAvg",8.6,"AboveAvg",39.1,2.5,22.8,62.7,"Third25th",27.6,69.7,13.6,34.3,3.1,"Poor","(43.58293156810, -116.564145085)"
"IL","Arlington Heights",75101,8.1,24.6,21,27.9,78.9,7.3,8.2,5.7,"Third25th",79.3,66.6,4.9,38.2,33.9,13.4,"AboveAvg",7.9,"AboveAvg",37.2,2.4,18.1,77.3,"Lowest25th",18.1,83.5,9,29.6,2.5,"Good","(42.09562334200, -87.9825627457)"
"IL","Aurora",197899,21.6,20,20.3,25.9,70.9,4.3,9.6,4.8,"Lowest25th",68.5,53.7,5.2,30.5,25.1,18.7,"NearAvg",9.4,"AboveAvg",34.2,2.4,25.8,69.5,"Second25th",25.5,80.7,12.3,36.5,2.4,"Poor","(41.76377508370, -88.2900949057)"
"IL","Bloomington",76610,11.6,21.9,20.2,26.6,74,5.6,9.3,5.1,"Second25th",72.9,60.9,5.4,35.2,29.6,17.4,"AboveAvg",7.8,"AboveAvg",36,2.2,21.4,74.3,"Lowest25th",24.3,81.5,10.1,33.4,2.4,"Moderate","(40.47567783660, -88.9700813515)"
"IL","Bolingbrook",73366,14.1,20.9,20.4,27.9,72.3,4.5,9.1,4.3,"Second25th",72.7,58.9,4.6,29.3,25.7,17.1,"AboveAvg",9,"AboveAvg",34,2.2,22.8,74,"Lowest25th",26.1,81.6,10.1,38.8,2.2,"Moderate","(41.69116539080, -88.1011218035)"
"IL","Champaign",81055,16.1,16.4,21.7,22.1,67.7,4,10.1,3.8,"Lowest25th",59.4,59.5,4.6,35.8,29.3,18.2,"NearAvg",6.3,"AboveAvg",31.6,1.8,21.3,74.7,"Second25th",25.6,75.2,9.5,33.4,1.9,"Moderate","(40.11510513610, -88.2729845986)"
"IL","Chicago",2695598,20.2,22.1,20.1,29.1,76.1,4.7,10.2,5.3,"Third25th",69.5,55.4,5.7,29.4,24.9,19.6,"BelowAvg",11.2,"AboveAvg",33.7,2.8,26.7,74.8,"Second25th",25.4,78.3,12.8,37.5,3.3,"Poor","(41.83729506150, -87.6862308732)"
"IL","Cicero",83891,35.6,19,20.9,23,69.5,3.5,9.4,5,"Lowest25th",64.2,45.1,5.1,27.2,21.2,20.9,"BelowAvg",11.3,"AboveAvg",32.9,2.7,33.2,70.3,"Top25th",25.6,75.6,15.1,37.8,2.5,"ExtremelyPoor","(41.84453914300, -87.7592873023)"
"IL","Decatur",76122,16.2,29.9,17.1,36.7,79.6,6.9,10.8,7.8,"Third25th",72.6,56.7,8.3,33.6,26.8,22,"BelowAvg",11.9,"AboveAvg",39.8,3.1,28.8,71.4,"Third25th",28.2,76.4,14.5,35.5,4,"Poor","(39.85558226450, -88.9336983421)"
"IL","Elgin",108188,19.8,21.5,20.7,26.7,73.1,4.9,9.3,5.2,"Second25th",69.2,55.9,5.5,32.7,27.3,18.4,"NearAvg",9.4,"AboveAvg",35.7,2.4,25.3,70,"Second25th",24.4,80.4,12,35.7,2.5,"Poor","(42.03854024720, -88.3224947104)"
"IL","Evanston",74486,10.3,19.9,21.5,25.6,75.6,5.5,8.9,4.4,"Third25th",70.7,65.8,4.1,36.3,31.6,13.6,"AboveAvg",7.4,"AboveAvg",33.5,2.2,17.8,78.5,"Lowest25th",20.9,82.2,8.4,31.7,2.3,"Good","(42.04630996490, -87.6940348773)"
"IL","Joliet",147433,18.2,22.8,21.1,28.2,72.5,4.9,9.8,5.2,"Lowest25th",71.1,56.3,5.7,30,24.7,20.3,"NearAvg",9.5,"AboveAvg",34.1,2.4,25.8,71.2,"Second25th",28.1,80.5,12,38.8,2.6,"Poor","(41.52063900370, -88.1507097756)"
"IL","Naperville",141853,7.1,20.4,20.3,26.2,74,5.7,8.1,4.3,"Third25th",78,64.3,3.8,37.3,32.9,11.6,"AboveAvg",6.9,"BelowAvg",36.1,2,16,76.9,"Lowest25th",19.9,85,7.8,31.1,1.8,"Good","(41.74820011450, -88.1657705099)"
"IL","Palatine",68557,11.9,20.9,22.4,24.4,74.5,5.6,8.5,4.6,"Third25th",74.6,63.4,4.6,36.9,33.3,15.4,"AboveAvg",7.4,"AboveAvg",34.5,2.1,19.3,76.6,"Lowest25th",19,81.8,9.3,31.8,2.1,"Good","(42.11806636950, -88.0429898820)"
"IL","Peoria",115007,15.4,25.7,18.4,33.2,76.5,6,10.6,6.4,"Second25th",71.5,57.7,6.9,30.1,26.6,19.7,"NearAvg",10.5,"AboveAvg",37.1,2.7,25.6,73.3,"Second25th",28,78.5,12.7,36.6,3.4,"Poor","(40.75156841460, -89.6152554580)"
"IL","Rockford",152871,19.9,27.2,17.4,35.3,77.8,6.2,10.9,7.4,"Second25th",71.4,53.8,8.1,30,24.6,21.9,"BelowAvg",11.8,"AboveAvg",41,3,31.5,66.4,"Third25th",30.1,76.8,15.3,36.8,3.8,"ExtremelyPoor","(42.26331800150, -89.0625958362)"
"IL","Schaumburg",74227,9.7,21.2,21.5,24.5,75.5,5.8,8.2,4.7,"Third25th",75.3,64.1,4.5,35.8,32.3,14.7,"AboveAvg",7.5,"AboveAvg",34.5,2.1,19.2,77.1,"Lowest25th",17.4,81.2,8.8,32.3,2.2,"Good","(42.03054887550, -88.0838663543)"
"IL","Springfield",116250,13.2,27.1,18.3,35,78.6,6.6,10.2,6.6,"Second25th",75,59.3,6.9,35.5,30.3,19.4,"NearAvg",10.1,"AboveAvg",37.4,2.7,25.2,73.2,"Second25th",26.4,79.4,12.4,34.3,3.2,"Poor","(39.77164733220, -89.6540780049)"
"IL","Waukegan",89078,27.9,20.9,17.7,28.3,73.8,4.3,10.3,5.6,"Lowest25th",69.2,50.7,6.3,24.1,22.8,21.1,"BelowAvg",11.6,"AboveAvg",34.1,2.7,31.6,70.5,"Third25th",27.9,77.1,14.8,37.9,3.1,"ExtremelyPoor","(42.37029555820, -87.8712595095)"
"IN","Bloomington",80405,21.8,15.6,17.1,21.8,63.4,3.6,11.1,3.7,"Lowest25th",52,60.9,5.5,31.9,26.7,21.4,"BelowAvg",5.4,"AboveAvg",30.9,1.7,21.4,68.8,"Top25th",24.5,69.3,10,34.6,1.7,"Moderate","(39.16374582210, -86.5257124351)"
"IN","Carmel",79191,7.7,21.5,16.1,30.2,79,6.5,8.4,4.9,"Third25th",81.8,69.5,4.6,36.7,34,11.8,"AboveAvg",7.5,"BelowAvg",36.2,2.2,15.4,77,"Lowest25th",21.9,86.3,7.7,29.4,1.9,"Good","(39.96584046130, -86.1461278461)"
"IN","Evansville",117429,19.2,30.2,15.5,37,79.8,6.5,10.9,7.5,"Top25th",72.1,61.8,9.3,31.5,28.3,24.6,"BelowAvg",11,"AboveAvg",39.1,2.9,29.1,72.9,"Top25th",27.9,76.7,14.6,38.7,3.5,"Poor","(37.98671580260, -87.5382707310)"
"IN","Fishers",76794,8.7,17.6,18.7,25.2,73.5,5,8.7,3.6,"Second25th",78.8,68.4,4,36.2,34.7,13.8,"AboveAvg",6,"BelowAvg",31.4,1.8,14.9,77,"Lowest25th",22.4,87.2,7.1,31.1,1.5,"Good","(39.95876352630, -85.9693107020)"
"IN","Fort Wayne",253691,19.8,26.5,14.9,31.5,79.1,6.2,10.5,6.7,"Lowest25th",71.3,57.7,8,30.8,25.2,23.6,"NearAvg",11,"AboveAvg",37.7,2.8,26.2,67.1,"Third25th",26.8,74.8,13,36.1,3.2,"Poor","(41.08849204170, -85.1435898792)"
"IN","Gary",80294,28.9,34.8,9.5,51.7,82.9,5.9,13.5,9.3,"Top25th",73.3,45.3,11.3,18.6,16.3,30.4,"BelowAvg",20.9,"AboveAvg",41.5,4.2,38.4,67.6,"Top25th",38.2,70.2,19.5,51.3,6.5,"ExtremelyPoor","(41.59047792390, -87.3472907397)"
"IN","Hammond",80830,28.6,27.2,13.9,36,76.3,5.3,10.9,7.1,"Lowest25th",69.4,45.1,8.9,23.9,20.5,27.5,"BelowAvg",12.8,"AboveAvg",38.7,3,32,63.8,"Top25th",29.5,71.5,15.8,43.7,3.6,"ExtremelyPoor","(41.61714428280, -87.4909551115)"
"IN","Indianapolis",820445,21.3,26.1,15.4,31.8,76.5,5.4,11.5,6.2,"Second25th",70.2,60.1,8.1,35.8,30.8,24.3,"BelowAvg",10.7,"AboveAvg",37.6,2.8,27.2,72.7,"Top25th",28.3,76.5,13.5,39.4,3.3,"Poor","(39.77712210750, -86.1457821520)"
"IN","Lafayette",67140,20.4,24.4,15.7,29.7,76.1,5.7,10.6,6.2,"Lowest25th",69.8,57.9,7.8,26.9,29.3,23.4,"BelowAvg",9,"AboveAvg",37.8,2.6,24.8,68.1,"Third25th",25.4,72.7,12.7,37.9,2.8,"Poor","(40.39942852850, -86.8617007404)"
"IN","Muncie",70085,23.5,25.9,14.1,32.2,75.4,5.5,12.1,6.6,"Lowest25th",61.4,54.4,9.2,30.5,27.1,26.8,"BelowAvg",9.9,"AboveAvg",37.8,2.6,29.3,68.5,"Top25th",29.3,68.5,14.4,38,3.2,"ExtremelyPoor","(40.19870983240, -85.3942940148)"
"IN","South Bend",101168,24.1,28.2,13.6,34.7,79.1,6.1,11.4,7.3,"Lowest25th",70.3,54.7,8.8,28.9,26.7,24.8,"BelowAvg",12.2,"AboveAvg",39.1,3,29.7,67.4,"Top25th",30.1,73.7,15.1,40.3,3.8,"ExtremelyPoor","(41.67699145490, -86.2690372417)"
"IA","Cedar Rapids",126326,10,23.3,20.4,28.6,76.9,6.3,8.4,5.6,"Third25th",74.1,67.1,5.4,35,34.2,18.5,"AboveAvg",8.6,"AboveAvg",40.5,2.5,23.2,80.4,"Lowest25th",26,84.2,9.7,28.7,2.6,"Moderate","(41.96672925800, -91.6781679349)"
"IA","Davenport",99685,12,23.7,20.9,29.8,76.7,6.1,8.6,5.9,"Third25th",72.4,62.7,5.8,34.6,33.7,20.7,"AboveAvg",9.3,"AboveAvg",39.8,2.5,23.4,77.5,"Lowest25th",26.9,81.2,10.6,32.9,2.9,"Moderate","(41.55579268760, -90.6051730163)"
"IA","Des Moines",203433,14,24.1,18.8,30.2,74.6,5.5,8.6,5.6,"Third25th",73.8,60.6,5.9,38.3,31.7,23.2,"AboveAvg",9.3,"AboveAvg",39.6,2.4,24.9,77.5,"Lowest25th",26.1,81,11.2,31.3,2.8,"Moderate","(41.57413495250, -93.6165066086)"
"IA","Iowa City",67862,12,15,23.6,20.3,67.8,4.1,8.9,3.6,"Second25th",60.8,65.2,3.9,36.4,32.9,17.4,"AboveAvg",5.5,"AboveAvg",29.6,1.7,18.5,75.4,"Lowest25th",24.3,79,7.8,27,1.7,"Good","(41.65589503320, -91.5308854927)"
"IA","Sioux City",82684,14.9,24.7,19.6,30.7,76.9,6,8.8,6.2,"Third25th",69.1,61.7,6.5,38,32.9,22.4,"NearAvg",9.8,"AboveAvg",40.6,2.7,27.7,72.6,"Second25th",28.2,78.9,11.7,32.7,3,"Poor","(42.49631490390, -96.3913834837)"
"IA","Waterloo",68406,13.6,26.3,20.6,31.4,78.4,6.4,8.9,6.7,"Third25th",72,62.7,6.6,35.4,32.3,21.1,"AboveAvg",10.3,"AboveAvg",40.7,2.8,25.6,78.2,"Second25th",28.1,81.6,11.6,32.9,3.4,"Poor","(42.49197369320, -92.3521759342)"
"KS","Kansas City",145786,29.9,25.7,14.7,35.7,73.8,5.5,10.5,6.6,"Second25th",66.5,52,8.1,24.5,26.5,25.6,"BelowAvg",13.1,"AboveAvg",36.7,3.1,31.9,70.3,"Third25th",30.3,75.3,14.1,36.6,3.9,"ExtremelyPoor","(39.12346214090, -94.7441921112)"
"KS","Lawrence",87643,16.7,15.4,19.7,19.6,69.5,4.5,9.8,3.8,"Lowest25th",60.8,63.5,4.7,39.6,38,18,"AboveAvg",5.9,"AboveAvg",29.9,1.8,18.5,76.9,"Lowest25th",23.8,78.1,8.1,27.9,1.9,"Good","(38.95993029240, -95.2628259088)"
"KS","Olathe",125872,13.1,19,19,24.4,74.2,5.5,8.1,4,"Third25th",76.7,66,4.6,42.7,35.1,16.1,"AboveAvg",7.1,"AboveAvg",33.6,2,19,79,"Lowest25th",22.7,85.4,8,28.6,2,"Good","(38.88469302100, -94.8192070197)"
"KS","Overland Park",173372,10.2,21.2,17.4,27.4,78.2,6.8,7.7,4.7,"Third25th",79.4,69.1,4.5,44.7,37.1,13,"AboveAvg",7.6,"BelowAvg",36.4,2.2,17.5,79.9,"Lowest25th",21.9,86.1,7.5,26.5,2.2,"Good","(38.88729225750, -94.6872267067)"
"KS","Topeka",127473,20.9,26.9,14.2,33.8,78.7,6.8,9.9,6.6,"Third25th",71.3,62.4,7.6,38,38.6,23.6,"AboveAvg",11.6,"AboveAvg",39.9,2.8,26.5,75.4,"Second25th",28.3,78,11.8,30.9,3.4,"Poor","(39.03595499110, -95.6954155341)"
"KS","Wichita",382368,21,24.5,14.1,32.4,76.2,6.2,9.6,6.1,"Third25th",70.1,62.6,6.9,32.9,31.6,20.9,"NearAvg",11.2,"BelowAvg",38.7,2.7,25.7,73.4,"Second25th",27.8,79.5,11.7,32.6,3.1,"Poor","(37.69056147800, -97.3429366807)"
"KY","Lexington",295803,11.5,25.7,13.2,33.9,75.3,6,11.2,6.5,"Top25th",72.4,68.3,7.9,39.8,43.1,23.8,"AboveAvg",10,"BelowAvg",38.6,2.9,25.6,78.7,"Third25th",25.5,80.4,13.2,37.4,2.7,"Poor","(38.04232540220, -84.4587259608)"
"KY","Louisville",597337,11.9,30.8,14.4,36.3,80.8,6.7,11.7,7.9,"Top25th",76.3,66.2,9.9,37.5,37.6,25.5,"NearAvg",11.9,"AboveAvg",39.8,3.3,28.1,78.6,"Third25th",26.5,79.9,14.6,37.6,3.5,"Poor","(38.17776899180, -85.6664099974)"
"LA","Baton Rouge",229493,24.6,23.5,16.9,38.4,77.3,5.3,9,7,"Top25th",70.1,61.1,6.6,38.7,32.1,22.7,"BelowAvg",11.4,"AboveAvg",35.2,2.7,29.3,78.8,"Third25th",30.3,80.6,13.5,35.9,3.7,"Poor","(30.45108916790, -91.1263551997)"
"LA","Kenner",66702,23.7,24.3,17.3,37,78.4,6,7.9,7.6,"Top25th",74.6,62.6,6.5,35.1,34.4,21,"NearAvg",11.2,"AboveAvg",38.7,2.8,29.3,80.1,"Third25th",29.5,83.5,13.7,37.5,3.2,"Poor","(30.01069372010, -90.2550320135)"
